age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
44,nan,nan,nan,nan,nan,nan,nan,nan,nan,188,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
42,nan,nan,nan,nan,nan,nan,nan,nan,nan,22,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
57,nan,nan,nan,nan,nan,nan,nan,nan,nan,616,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
40,nan,nan,nan,nan,nan,nan,nan,nan,nan,178,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
35,nan,nan,nan,nan,nan,nan,nan,nan,nan,355,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
45,nan,nan,nan,nan,nan,nan,nan,nan,nan,225,2,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
54,nan,nan,nan,nan,nan,nan,nan,nan,nan,160,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
39,nan,nan,nan,nan,nan,nan,nan,nan,nan,266,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
60,nan,nan,nan,nan,nan,nan,nan,nan,nan,253,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
53,nan,nan,nan,nan,nan,nan,nan,nan,nan,179,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
55,nan,nan,nan,nan,nan,nan,nan,nan,nan,269,2,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
55,nan,nan,nan,nan,nan,nan,nan,nan,nan,135,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
50,nan,nan,nan,nan,nan,nan,nan,nan,nan,161,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
45,nan,nan,nan,nan,nan,nan,nan,nan,nan,787,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
55,nan,nan,nan,nan,nan,nan,nan,nan,nan,145,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
25,nan,nan,nan,nan,nan,nan,nan,nan,nan,174,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
47,nan,nan,nan,nan,nan,nan,nan,nan,nan,449,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
51,nan,nan,nan,nan,nan,nan,nan,nan,nan,812,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
42,nan,nan,nan,nan,nan,nan,nan,nan,nan,164,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
42,nan,nan,nan,nan,nan,nan,nan,nan,nan,366,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
48,nan,nan,nan,nan,nan,nan,nan,nan,nan,357,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
37,nan,nan,nan,nan,nan,nan,nan,nan,nan,232,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
44,nan,nan,nan,nan,nan,nan,nan,nan,nan,91,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
33,nan,nan,nan,nan,nan,nan,nan,nan,nan,273,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
56,nan,nan,nan,nan,nan,nan,nan,nan,nan,158,2,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
44,nan,nan,nan,nan,nan,nan,nan,nan,nan,177,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
41,nan,nan,nan,nan,nan,nan,nan,nan,nan,200,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
44,nan,nan,nan,nan,nan,nan,nan,nan,nan,172,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
47,nan,nan,nan,nan,nan,nan,nan,nan,nan,176,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
57,nan,nan,nan,nan,nan,nan,nan,nan,nan,211,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
37,nan,nan,nan,nan,nan,nan,nan,nan,nan,214,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
41,nan,nan,nan,nan,nan,nan,nan,nan,nan,1575,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
55,nan,nan,nan,nan,nan,nan,nan,nan,nan,349,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
33,nan,nan,nan,nan,nan,nan,nan,nan,nan,337,2,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
55,nan,nan,nan,nan,nan,nan,nan,nan,nan,272,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
42,nan,nan,nan,nan,nan,nan,nan,nan,nan,208,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
50,nan,nan,nan,nan,nan,nan,nan,nan,nan,193,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
51,nan,nan,nan,nan,nan,nan,nan,nan,nan,212,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
38,nan,nan,nan,nan,nan,nan,nan,nan,nan,165,2,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
49,nan,nan,nan,nan,nan,nan,nan,nan,nan,1042,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
38,nan,nan,nan,nan,nan,nan,nan,nan,nan,20,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
31,nan,nan,nan,nan,nan,nan,nan,nan,nan,246,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
41,nan,nan,nan,nan,nan,nan,nan,nan,nan,529,2,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
39,nan,nan,nan,nan,nan,nan,nan,nan,nan,192,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
49,nan,nan,nan,nan,nan,nan,nan,nan,nan,1467,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
34,nan,nan,nan,nan,nan,nan,nan,nan,nan,188,2,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
35,nan,nan,nan,nan,nan,nan,nan,nan,nan,180,2,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
57,nan,nan,nan,nan,nan,nan,nan,nan,nan,48,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
60,nan,nan,nan,nan,nan,nan,nan,nan,nan,213,2,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
33,nan,nan,nan,nan,nan,nan,nan,nan,nan,545,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
42,nan,nan,nan,nan,nan,nan,nan,nan,nan,583,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
45,nan,nan,nan,nan,nan,nan,nan,nan,nan,221,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
42,nan,nan,nan,nan,nan,nan,nan,nan,nan,426,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
53,nan,nan,nan,nan,nan,nan,nan,nan,nan,287,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
37,nan,nan,nan,nan,nan,nan,nan,nan,nan,197,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
44,nan,nan,nan,nan,nan,nan,nan,nan,nan,257,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
54,nan,nan,nan,nan,nan,nan,nan,nan,nan,229,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
49,nan,nan,nan,nan,nan,nan,nan,nan,nan,55,3,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
54,nan,nan,nan,nan,nan,nan,nan,nan,nan,400,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
52,nan,nan,nan,nan,nan,nan,nan,nan,nan,197,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
52,nan,nan,nan,nan,nan,nan,nan,nan,nan,190,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
43,nan,nan,nan,nan,nan,nan,nan,nan,nan,21,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
34,nan,nan,nan,nan,nan,nan,nan,nan,nan,300,2,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
35,nan,nan,nan,nan,nan,nan,nan,nan,nan,123,2,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
42,nan,nan,nan,nan,nan,nan,nan,nan,nan,293,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
43,nan,nan,nan,nan,nan,nan,nan,nan,nan,325,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
60,nan,nan,nan,nan,nan,nan,nan,nan,nan,514,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
58,nan,nan,nan,nan,nan,nan,nan,nan,nan,849,2,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
35,nan,nan,nan,nan,nan,nan,nan,nan,nan,194,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
55,nan,nan,nan,nan,nan,nan,nan,nan,nan,212,2,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
37,nan,nan,nan,nan,nan,nan,nan,nan,nan,337,2,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
36,nan,nan,nan,nan,nan,nan,nan,nan,nan,286,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
52,nan,nan,nan,nan,nan,nan,nan,nan,nan,247,2,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
57,nan,nan,nan,nan,nan,nan,nan,nan,nan,518,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
56,nan,nan,nan,nan,nan,nan,nan,nan,nan,364,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
48,nan,nan,nan,nan,nan,nan,nan,nan,nan,178,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
40,nan,nan,nan,nan,nan,nan,nan,nan,nan,98,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
49,nan,nan,nan,nan,nan,nan,nan,nan,nan,439,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
41,nan,nan,nan,nan,nan,nan,nan,nan,nan,139,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
45,nan,nan,nan,nan,nan,nan,nan,nan,nan,79,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
32,nan,nan,nan,nan,nan,nan,nan,nan,nan,175,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
42,nan,nan,nan,nan,nan,nan,nan,nan,nan,262,2,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
50,nan,nan,nan,nan,nan,nan,nan,nan,nan,61,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
31,nan,nan,nan,nan,nan,nan,nan,nan,nan,78,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
56,nan,nan,nan,nan,nan,nan,nan,nan,nan,102,2,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
41,nan,nan,nan,nan,nan,nan,nan,nan,nan,579,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
37,nan,nan,nan,nan,nan,nan,nan,nan,nan,143,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
41,nan,nan,nan,nan,nan,nan,nan,nan,nan,677,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
35,nan,nan,nan,nan,nan,nan,nan,nan,nan,267,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
37,nan,nan,nan,nan,nan,nan,nan,nan,nan,345,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
52,nan,nan,nan,nan,nan,nan,nan,nan,nan,185,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
39,nan,nan,nan,nan,nan,nan,nan,nan,nan,207,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
39,nan,nan,nan,nan,nan,nan,nan,nan,nan,69,2,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
56,nan,nan,nan,nan,nan,nan,nan,nan,nan,100,2,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
34,nan,nan,nan,nan,nan,nan,nan,nan,nan,125,2,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
45,nan,nan,nan,nan,nan,nan,nan,nan,nan,461,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
43,nan,nan,nan,nan,nan,nan,nan,nan,nan,240,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
56,nan,nan,nan,nan,nan,nan,nan,nan,nan,70,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
39,nan,nan,nan,nan,nan,nan,nan,nan,nan,193,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
53,nan,nan,nan,nan,nan,nan,nan,nan,nan,136,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
38,nan,nan,nan,nan,nan,nan,nan,nan,nan,73,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
42,nan,nan,nan,nan,nan,nan,nan,nan,nan,528,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
42,nan,nan,nan,nan,nan,nan,nan,nan,nan,541,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
35,nan,nan,nan,nan,nan,nan,nan,nan,nan,338,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
40,nan,nan,nan,nan,nan,nan,nan,nan,nan,163,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
51,nan,nan,nan,nan,nan,nan,nan,nan,nan,87,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
60,nan,nan,nan,nan,nan,nan,nan,nan,nan,301,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
56,nan,nan,nan,nan,nan,nan,nan,nan,nan,46,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
39,nan,nan,nan,nan,nan,nan,nan,nan,nan,52,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
56,nan,nan,nan,nan,nan,nan,nan,nan,nan,204,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
40,nan,nan,nan,nan,nan,nan,nan,nan,nan,155,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
36,nan,nan,nan,nan,nan,nan,nan,nan,nan,98,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
51,nan,nan,nan,nan,nan,nan,nan,nan,nan,71,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
51,nan,nan,nan,nan,nan,nan,nan,nan,nan,243,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
43,nan,nan,nan,nan,nan,nan,nan,nan,nan,186,2,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
59,nan,nan,nan,nan,nan,nan,nan,nan,nan,579,2,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
24,nan,nan,nan,nan,nan,nan,nan,nan,nan,165,2,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
37,nan,nan,nan,nan,nan,nan,nan,nan,nan,163,2,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
40,nan,nan,nan,nan,nan,nan,nan,nan,nan,46,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
42,nan,nan,nan,nan,nan,nan,nan,nan,nan,559,3,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
39,nan,nan,nan,nan,nan,nan,nan,nan,nan,2033,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
37,nan,nan,nan,nan,nan,nan,nan,nan,nan,85,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
38,nan,nan,nan,nan,nan,nan,nan,nan,nan,506,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
56,nan,nan,nan,nan,nan,nan,nan,nan,nan,114,2,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
40,nan,nan,nan,nan,nan,nan,nan,nan,nan,114,2,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
54,nan,nan,nan,nan,nan,nan,nan,nan,nan,843,2,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
43,nan,nan,nan,nan,nan,nan,nan,nan,nan,181,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
36,nan,nan,nan,nan,nan,nan,nan,nan,nan,427,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
45,nan,nan,nan,nan,nan,nan,nan,nan,nan,292,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
42,nan,nan,nan,nan,nan,nan,nan,nan,nan,192,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
43,nan,nan,nan,nan,nan,nan,nan,nan,nan,93,3,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
46,nan,nan,nan,nan,nan,nan,nan,nan,nan,128,2,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
44,nan,nan,nan,nan,nan,nan,nan,nan,nan,107,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
51,nan,nan,nan,nan,nan,nan,nan,nan,nan,303,2,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
28,nan,nan,nan,nan,nan,nan,nan,nan,nan,81,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
37,nan,nan,nan,nan,nan,nan,nan,nan,nan,270,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
34,nan,nan,nan,nan,nan,nan,nan,nan,nan,228,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
46,nan,nan,nan,nan,nan,nan,nan,nan,nan,240,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
42,nan,nan,nan,nan,nan,nan,nan,nan,nan,673,2,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
36,nan,nan,nan,nan,nan,nan,nan,nan,nan,233,3,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
54,nan,nan,nan,nan,nan,nan,nan,nan,nan,102,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
57,nan,nan,nan,nan,nan,nan,nan,nan,nan,461,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
51,nan,nan,nan,nan,nan,nan,nan,nan,nan,250,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
54,nan,nan,nan,nan,nan,nan,nan,nan,nan,130,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
49,nan,nan,nan,nan,nan,nan,nan,nan,nan,252,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
34,nan,nan,nan,nan,nan,nan,nan,nan,nan,138,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
41,nan,nan,nan,nan,nan,nan,nan,nan,nan,412,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
38,nan,nan,nan,nan,nan,nan,nan,nan,nan,179,2,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
45,nan,nan,nan,nan,nan,nan,nan,nan,nan,19,2,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
42,nan,nan,nan,nan,nan,nan,nan,nan,nan,228,2,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
34,nan,nan,nan,nan,nan,nan,nan,nan,nan,55,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
48,nan,nan,nan,nan,nan,nan,nan,nan,nan,717,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
37,nan,nan,nan,nan,nan,nan,nan,nan,nan,313,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
34,nan,nan,nan,nan,nan,nan,nan,nan,nan,289,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
40,nan,nan,nan,nan,nan,nan,nan,nan,nan,683,2,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
43,nan,nan,nan,nan,nan,nan,nan,nan,nan,1077,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
33,nan,nan,nan,nan,nan,nan,nan,nan,nan,146,2,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
32,nan,nan,nan,nan,nan,nan,nan,nan,nan,167,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
39,nan,nan,nan,nan,nan,nan,nan,nan,nan,356,2,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
43,nan,nan,nan,nan,nan,nan,nan,nan,nan,277,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
44,nan,nan,nan,nan,nan,nan,nan,nan,nan,172,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
35,nan,nan,nan,nan,nan,nan,nan,nan,nan,218,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
35,nan,nan,nan,nan,nan,nan,nan,nan,nan,217,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
35,nan,nan,nan,nan,nan,nan,nan,nan,nan,67,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
36,nan,nan,nan,nan,nan,nan,nan,nan,nan,291,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
35,nan,nan,nan,nan,nan,nan,nan,nan,nan,248,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
36,nan,nan,nan,nan,nan,nan,nan,nan,nan,256,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
55,nan,nan,nan,nan,nan,nan,nan,nan,nan,286,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
59,nan,nan,nan,nan,nan,nan,nan,nan,nan,477,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
57,nan,nan,nan,nan,nan,nan,nan,nan,nan,611,2,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
39,nan,nan,nan,nan,nan,nan,nan,nan,nan,471,1,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
39,nan,nan,nan,nan,nan,nan,nan,nan,nan,381,2,999,0,nan,1.1,93.994,-36.4,4.857,5191.0,nan
